,Concept_ID,en,ja
,,minimum,"最低"
,,made,"作っ"
,,made,"行なわ"
,,made,"犯し"
,,made,"下し"
,,made,"構成"
,,made,"行わ"
,,made,"下さ"
,,made,"つくら"
,,made,"作ら"
,,psychology,"学"
,,physics,"学"
,,physicist,"学"
,,long,"限り"
,,long,"余命"
,,long,"期間"
,,long,"長く"
,,long,"早々"
,,long,"フルタイム"
,,long,"長期"
,,long,"長い"
,,long,"長き"
,,longer,"長い"
,,longer,"長く"
,,positive,"積極"
,,positive,"前向き"
,,forward,"積極"
,,forward,"前向き"
,,side,"側"
,,side,"端"
,,side,"前向き"
,,side,"もと"
,,traditions,"伝統"
,,tribe,"族"
,,tribe,"民族"
,,men,"男"
,,men,"族"
,,men,"人員"
,,men,"老人"
,,men,"人々"
,,environment,"環境"
,,environmental,"環境"
,,eco,"環境"
,,born,"生まれる"
,,born,"生まれ"
,,born,"出身"
,,born,"育た"
,,born,"誕生"
,,birth,"生まれ"
,,birth,"誕生"
,,birth,"生まれる"
,,reborn,"生まれ"
,,operation,"作戦"
,,operation,"作業"
,,operation,"活動"
,,runs,"尽きる"
,,runs,"統括"
,,runs,"横行"
,,committed,"犯し"
,,committed,"横行"
,,activity,"横行"
,,activity,"活動"
,,transformation,"変革"
,,transformation,"変容"
,,edge,"端"
,,edge,"常軌"
,,edge,"果て"
,,obviously,"明らか"
,,clearly,"明らか"
,,sarah,"さら"
,,leaving,"さら"
,,handelman,"ルマン"
,,elderman,"ルマン"
,,many,"多い"
,,many,"人数"
,,many,"多く"
,,many,"多数"
,,many,"様々"
,,many,"さまざま"
,,many,"多岐"
,,majority,"多数"
,,majority,"大半"
,,numerous,"多数"
,,gobble,"つくす"
,,blinded,"つくす"
,,reverse,"逆"
,,opposite,"逆"
,,opposite,"反対"
,,balloons,"風船"
,,bubble,"風船"
,,little,"少し"
,,little,"短い"
,,little,"小さな"
,,little,"多少"
,,little,"一変"
,,few,"少なから"
,,few,"わずか"
,,few,"数"
,,few,"少数"
,,few,"少ない"
,,few,"多少"
,,few,"一変"
,,mechanic,"整備"
,,maintenance,"整備"
,,maintained,"整備"
,,self,"正当"
,,self,"自給"
,,sufficiency,"自給"
,,sufficient,"自給"
,,took,"負っ"
,,took,"かかっ"
,,took,"取っ"
,,took,"採り"
,,took,"うけ"
,,took,"採取"
,,took,"打っ"
,,took,"奪っ"
,,took,"取ら"
,,locked,"収監"
,,locked,"固定"
,,locked,"かかっ"
,,locked,"込め"
,,got,"増やし"
,,got,"かかっ"
,,got,"陥っ"
,,got,"まし"
,,got,"入れ"
,,got,"負っ"
,,got,"任せ"
,,got,"付い"
,,got,"捉え"
,,got,"抱え"
,,got,"なっ"
,,got,"該当"
,,got,"持っ"
,,got,"定め"
,,got,"受け"
,,got,"得"
,,got,"成立"
,,got,"発生"
,,got,"確保"
,,full,"専任"
,,full,"常勤"
,,full,"フルタイム"
,,time,"専任"
,,time,"当時"
,,time,"機会"
,,time,"度"
,,time,"間"
,,time,"風習"
,,time,"今回"
,,time,"ペース"
,,time,"期間"
,,time,"常勤"
,,time,"時代"
,,time,"フルタイム"
,,time,"とき"
,,time,"過去"
,,time,"回"
,,time,"長期"
,,time,"しばらく"
,,time,"猶予"
,,time,"世"
,,time,"ころ"
,,time,"暇"
,,time,"ぶり"
,,switched,"専任"
,,grow,"育た"
,,grow,"成長"
,,grow,"培養"
,,growing,"高まる"
,,growing,"成長"
,,growing,"培養"
,,growing,"増大"
,,culture,"文化"
,,culture,"培養"
,,too,"すでに"
,,too,"さほど"
,,too,"も"
,,too,"余計"
,,too,"行き過ぎ"
,,too,"過剰"
,,too,"あまり"
,,line,"矢面"
,,line,"パイプ"
,,line,"行き過ぎ"
,,line,"境"
,,line,"方針"
,,line,"行"
,,line,"並ぶ"
,,a,"を"
,,a,"一言"
,,a,"いう"
,,a,"接する"
,,a,"とある"
,,a,"もつ"
,,a,"な"
,,a,"ある"
,,a,"つと"
,,a,"あたり"
,,a,"結ぶ"
,,a,"長い"
,,a,"いろいろ"
,,a,"の"
,,a,"持つ"
,,a,"火の粉"
,,a,"伴う"
,,a,"一"
,,a,"覆す"
,,a,"伴い"
,,a,"一役"
,,a,"ほころび"
,,a,"一部"
,,a,"示す"
,,a,"もっと"
,,a,"一連"
,,a,"招く"
,,a,"超える"
,,a,"属する"
,,a,"にくく"
,,a,"しばらく"
,,a,"渡る"
,,a,"勝る"
,,a,"つつ"
,,a,"る"
,,a,"及ぼす"
,,a,"ばかり"
,,a,"が"
,,a,"度重なる"
,,a,"一環"
,,a,"はしご"
,,a,"よる"
,,a,"いく"
,,per,"あたり"
,,stupid,"バカ"
,,stupid,"ばか"
,,idiot,"バカ"
,,idiot,"ばか"
,,doors,"ドア"
,,malfunction,"誤"
,,malfunctioned,"誤"
,,malfunctioning,"誤"
,,use,"使用"
,,use,"使っ"
,,use,"活用"
,,use,"使い"
,,use,"利用"
,,use,"使え"
,,leverage,"活用"
,,leverage,"格"
,,perjured,"結び付き"
,,gas,"石油"
,,gas,"燃料"
,,gas,"ガス"
,,gas,"ガソリン"
,,gasoline,"ガソリン"
,,petrol,"ガソリン"
,,thought,"考え直し"
,,thought,"考え"
,,thought,"考案"
,,an,"患う"
,,an,"もとづく"
,,an,"携わる"
,,see,"みせ"
,,see,"探る"
,,see,"見通し"
,,see,"見せる"
,,see,"気付か"
,,see,"見せ"
,,see,"みる"
,,see,"見る"
,,see,"見"
,,see,"みなし"
,,see,"ネガティブ"
,,see,"携わる"
,,see,"観"
,,see,"表示"
,,see,"見方"
,,convince,"説得"
,,convince,"納得"
,,convinced,"確信"
,,convinced,"説得"
,,convinced,"納得"
,,focus,"矛先"
,,focus,"注目"
,,focus,"集中"
,,focus,"専念"
,,devoted,"専念"
,,concentrate,"集中"
,,concentrate,"専念"
,,talk,"話"
,,talk,"話す"
,,talk,"語っ"
,,talk,"説得"
,,talk,"話し"
,,tell,"言い"
,,tell,"言える"
,,tell,"語る"
,,tell,"答えよ"
,,tell,"話す"
,,tell,"伝え"
,,tell,"述べ"
,,tell,"述べる"
,,tell,"いえる"
,,tell,"言う"
,,tell,"話し"
,,tell,"言え"
,,tell,"言わ"
,,talking,"話"
,,talking,"話し"
,,incurred,"計上"
,,reported,"報告"
,,reported,"計上"
,,paid,"支払い"
,,paid,"辱める"
,,paid,"支払わ"
,,paid,"支払っ"
,,paid,"払わ"
,,paid,"計上"
,,guarantee,"保証"
,,assure,"保証"
,,guaranteed,"保証"
,,thing,"件"
,,thing,"事"
,,thing,"行い"
,,thing,"つ"
,,expensive,"高い"
,,expensive,"物価"
,,insurance,"物価"
,,review,"見直し"
,,reviewing,"見直し"
,,itenerary,"見直し"
,,vulnerability,"脆弱"
,,fragile,"脆弱"
,,fragile,"虚弱"
,,stay,"滞在"
,,stay,"とどまる"
,,stay,"とどまっ"
,,stay,"専業"
,,stay,"留まる"
,,stay,"付"
,,stay,"離れる"
,,stay,"関わら"
,,stay,"保つ"
,,stay,"関わる"
,,stay,"動く"
,,unless,"限り"
,,pattern,"模様"
,,looks,"模様"
,,markings,"模様"
,,sharks,"サメ"
,,there,"あり"
,,there,"おこり"
,,there,"あっ"
,,there,"講じる"
,,there,"サメ"
,,there,"生じ"
,,there,"ある"
,,there,"おら"
,,there,"いる"
,,there,"存在"
,,there,"向こう"
,,there,"あれ"
,,there,"中"
,,range,"範囲"
,,radius,"範囲"
,,area,"地域"
,,area,"領域"
,,area,"範囲"
,,area,"周辺"
,,area,"分野"
,,area,"面積"
,,substituting,"務める"
,,sit,"務める"
,,antidote,"剤"
,,sedative,"剤"
,,painkillers,"剤"
,,girl,"子"
,,boy,"子"
,,kid,"子"
,,etymology,"語源"
,,derives,"語源"
,,war,"紛争"
,,war,"戦火"
,,war,"内戦"
,,war,"戦"
,,war,"争い"
,,war,"抗争"
,,civil,"内戦"
,,civil,"人権"
,,conflict,"内戦"
,,conflict,"紛争"
,,conflict,"競合"
,,like,"など"
,,like,"好か"
,,like,"同じ"
,,like,"嫌"
,,like,"同様"
,,like,"らしい"
,,like,"人嫌い"
,,like,"先立っ"
,,like,"よう"
,,like,"とっ"
,,like,"嫌い"
,,apparently,"元来"
,,apparently,"らしい"
,,weaker,"弱い"
,,weaker,"弱っ"
,,control,"抑える"
,,control,"歯止め"
,,control,"抑え"
,,control,"制御"
,,control,"支配"
,,control,"管理"
,,control,"コントロール"
,,control,"統率"
,,control,"抑制"
,,restraint,"抑制"
,,inhibitors,"抑制"
,,inhibitors,"阻害"
,,cause,"要因"
,,cause,"原因"
,,cause,"起こす"
,,cause,"もたらさ"
,,disgrace,"汚点"
,,disgrace,"恥"
,,black,"汚点"
,,stain,"汚点"
,,poverty,"貧困"
,,want,"望ん"
,,want,"狙い"
,,want,"希望"
,,want,"要求"
,,want,"求め"
,,want,"求める"
,,want,"たく"
,,want,"嫌"
,,want,"用"
,,want,"目的"
,,want,"たい"
,,want,"いら"
,,want,"貧困"
,,want,"なり"
,,holes,"カ所"
,,intersections,"カ所"
,,sure,"確定"
,,sure,"確実"
,,sure,"もちろん"
,,sure,"確信"
,,sure,"確か"
,,inconclusive,"確定"
,,confirmed,"確定"
,,death,"死"
,,death,"死亡"
,,death,"死刑"
,,dead,"死"
,,dead,"死亡"
,,die,"死"
,,die,"死に"
,,die,"死刑"
,,lord,"主"
,,saviors,"主"
,,savior,"主"
,,smuggled,"密"
,,illegals,"密"
,,illegal,"密"
,,shame,"残念"
,,shame,"恥"
,,shame,"辱め"
,,humiliated,"屈辱"
,,humiliated,"かか"
,,humiliated,"辱め"
,,humiliating,"屈辱"
,,humiliating,"辱め"
,,report,"通報"
,,report,"報告"
,,report,"書"
,,book,"書"
,,bill,"請求"
,,bill,"書"
,,wasting,"浪費"
,,spend,"浪費"
,,spend,"過ごす"
,,group,"団体"
,,group,"グループ"
,,group,"集団"
,,organization,"団体"
,,organization,"組織"
,,bengal,"サンゴ"
,,sang,"サンゴ"
,,compared,"比べる"
,,compared,"比"
,,compared,"比べ"
,,compared,"比較"
,,compare,"比べる"
,,compare,"比べ"
,,compare,"比較"
,,out,"うろつい"
,,out,"脱退"
,,out,"暴露"
,,out,"出国"
,,out,"境"
,,out,"判明"
,,out,"尽き"
,,out,"持ち出し"
,,out,"出し"
,,out,"引き"
,,out,"出"
,,out,"出口"
,,out,"終了"
,,out,"出す"
,,out,"とどめ"
,,out,"発覚"
,,out,"退け"
,,out,"付き"
,,out,"内外"
,,out,"解明"
,,out,"締め付け"
,,discovered,"発見"
,,discovered,"発覚"
,,found,"見つける"
,,found,"発見"
,,found,"発覚"
,,found,"採っ"
,,kind,"優しい"
,,kind,"タイプ"
,,kind,"種族"
,,kind,"優しく"
,,kind,"ジャンル"
,,misfortune,"追い打ち"
,,goodie,"追い打ち"
,,double,"追い打ち"
,,double,"倍"
,,blow,"打撃"
,,blow,"歯止め"
,,blow,"一撃"
,,blow,"課し"
,,blows,"打撃"
,,easy,"やすく"
,,easy,"容易"
,,easy,"簡単"
,,easy,"やすい"
,,easier,"やすく"
,,easier,"容易"
,,easier,"簡単"
,,easier,"やすい"
,,contains,"含む"
,,contains,"含ま"
,,contains,"含ん"
,,exception,"例外"
,,exceptions,"例外"
,,except,"例外"
,,except,"以外"
,,except,"ただし"
,,objection,"異議"
,,object,"異議"
,,objections,"異議"
,,coming,"迫っ"
,,coming,"下っ"
,,tired,"嫌気"
,,tired,"疲れ"
,,sick,"嫌気"
,,sick,"病気"
,,hell,"嫌気"
,,hell,"一体"
,,hell,"必死"
,,criminal,"犯罪"
,,strange,"奇妙"
,,strange,"妙"
,,strange,"おかしな"
,,weird,"奇妙"
,,weird,"妙"
,,odd,"奇妙"
,,odd,"妙"
,,convicted,"判決"
,,convicted,"有罪"
,,sentence,"宣告"
,,sentence,"刑"
,,sentence,"判決"
,,sentence,"懲役"
,,verdict,"判決"
,,ready,"構え"
,,ready,"整っ"
,,set,"整っ"
,,set,"引き起こし"
,,set,"設定"
,,set,"セット"
,,set,"定め"
,,set,"敢行"
,,set,"設置"
,,set,"課し"
,,continue,"継続"
,,continue,"続ける"
,,continue,"続行"
,,continue,"続き"
,,continue,"続け"
,,continued,"継続"
,,clothes,"裸"
,,clothes,"服"
,,suit,"服"
,,tight,"緊密"
,,closer,"近しい"
,,closer,"緊密"
,,closer,"親密"
,,gon,"くださ"
,,gon,"一丸"
,,gon,"ペンギン"
,,gon,"まとまっ"
,,gon,"リターン"
,,gon,"くる"
,,bit,"少し"
,,follow,"つい"
,,follow,"付い"
,,check,"調べ"
,,look,"みせ"
,,look,"探す"
,,look,"見せる"
,,look,"見せ"
,,look,"見つけよ"
,,look,"見"
,,look,"なさ"
,,look,"世話"
,,look,"調べ"
,,look,"みなさ"
,,look,"スタイル"
,,look,"見る"
,,look,"眺め"
,,look,"見方"
,,checked,"調べ"
,,conventional,"従来"
,,years,"年上"
,,years,"歳"
,,years,"年間"
,,years,"世紀"
,,years,"従来"
,,years,"年"
,,years,"前年"
,,voice,"声"
,,voices,"声"
,,sound,"健全"
,,sound,"声"
,,sound,"鳴らし"
,,will,"意思"
,,will,"応える"
,,will,"戦意"
,,will,"将来"
,,will,"下る"
,,will,"続ける"
,,will,"増える"
,,will,"れる"
,,will,"ます"
,,will,"意"
,,will,"損ねる"
,,will,"高まる"
,,will,"必ず"
,,hurts,"痛い"
,,hurt,"苦しめ"
,,hurt,"加え"
,,hurt,"苦しま"
,,hurt,"痛い"
,,pain,"苦しむ"
,,pain,"苦しん"
,,pain,"苦しい"
,,pain,"苦しま"
,,pain,"苦しみ"
,,pain,"苦悩"
,,pain,"苦しめ"
,,pain,"痛い"
,,pounds,"ポンド"
,,pound,"ポンド"
,,quid,"ポンド"
,,holding,"保持"
,,holding,"けん制"
,,holding,"保っ"
,,freelancer,"けん制"
,,diversion,"転換"
,,diversion,"けん制"
,,snakes,"ヘビ"
,,serpent,"ヘビ"
,,before,"先"
,,before,"以前"
,,before,"前"
,,before,"まえ"
,,before,"真っ向"
,,before,"先立ち"
,,before,"初めて"
,,used,"昔"
,,used,"使用"
,,used,"使っ"
,,used,"用い"
,,used,"以前"
,,used,"使い"
,,used,"利用"
,,once,"回"
,,once,"以前"
,,when,"場合"
,,when,"ころ"
,,when,"とき"
,,ever,"ころ"
,,ever,"史上"
,,help,"貢献"
,,help,"手助け"
,,help,"力"
,,help,"かかえ"
,,help,"役立つ"
,,help,"援助"
,,help,"役立ち"
,,help,"支援"
,,help,"サポート"
,,help,"頼っ"
,,help,"用"
,,help,"助け"
,,help,"協力"
,,assistance,"援助"
,,year,"歳"
,,year,"年間"
,,year,"昨年"
,,year,"年"
,,year,"前年"
,,healthy,"健全"
,,healthy,"健康"
,,wholesome,"健全"
,,break,"破れ"
,,break,"チャレンジ"
,,break,"内訳"
,,know,"あおり"
,,know,"気付か"
,,know,"伝え"
,,know,"とっ"
,,know,"言え"
,,know,"気付い"
,,know,"苦慮"
,,know,"見通し"
,,know,"わかっ"
,,know,"伝わっ"
,,know,"知ら"
,,know,"気づか"
,,know,"わかり"
,,know,"かも"
,,know,"知っ"
,,know,"理解"
,,know,"気付き"
,,know,"内訳"
,,know,"気づい"
,,fight,"戦意"
,,fight,"戦火"
,,fight,"対決"
,,fight,"争い"
,,fight,"戦"
,,fight,"抵抗"
,,fight,"格闘"
,,fight,"戦い"
,,frustration,"不満"
,,happy,"不満"
,,closure,"終結"
,,ending,"終結"
,,ending,"終焉"
,,wandering,"うろつい"
,,wandering,"徘徊"
,,walking,"徘徊"
,,crawling,"徘徊"
,,so,"さほど"
,,so,"つまり"
,,so,"ほど"
,,so,"ゆえ"
,,so,"為"
,,so,"ため"
,,so,"よう"
,,so,"よっ"
,,so,"とても"
,,so,"とどめ"
,,so,"そして"
,,so,"から"
,,so,"それ"
,,state,"国"
,,state,"政府"
,,state,"状態"
,,state,"国家"
,,state,"公共"
,,condition,"状態"
,,status,"状態"
,,status,"地位"
,,recurring,"レギュラー"
,,run,"尽きる"
,,run,"レギュラー"
,,run,"実行"
,,run,"尽き"
,,leave,"任せ"
,,leave,"離れる"
,,leave,"脱退"
,,leave,"出国"
,,introduced,"導入"
,,installed,"設置"
,,installed,"導入"
,,introduce,"導入"
,,fourth,"四"
,,april,"四"
,,suggest,"提案"
,,suggest,"示唆"
,,suggests,"示唆"
,,suggesting,"示唆"
,,become,"なる"
,,influence,"影響"
,,affect,"影響"
,,affect,"及ぼし"
,,affect,"及ぼす"
,,affected,"影響"
,,notable,"顕著"
,,pronounced,"顕著"
,,outstanding,"顕著"
,,adapted,"適応"
,,adapting,"適応"
,,below,"下回っ"
,,dips,"下回っ"
,,none,"余計"
,,extra,"増"
,,extra,"余分"
,,extra,"追加"
,,extra,"余計"
,,extra,"余っ"
,,isolated,"孤立"
,,alone,"ひとり"
,,alone,"独"
,,alone,"孤立"
,,isolation,"孤立"
,,exhaust,"排気"
,,vent,"排気"
,,vent,"排出"
,,vents,"排気"
,,congressman,"同氏"
,,roger,"同氏"
,,firlock,"ファー"
,,fore,"ファー"
,,farr,"ファー"
,,alarm,"警鐘"
,,changed,"変え"
,,changed,"変わっ"
,,changed,"変わり"
,,changed,"一変"
,,toasters,"トースター"
,,raisin,"トースター"
,,even,"さらに"
,,even,"さらなる"
,,position,"地位"
,,position,"役職"
,,position,"立場"
,,job,"仕事"
,,job,"役職"
,,job,"職"
,,job,"職業"
,,role,"寄与"
,,role,"役職"
,,sex,"性"
,,possibilities,"性"
,,potential,"見込み"
,,potential,"潜在"
,,potential,"性"
,,ashtrays,"灰皿"
,,marble,"灰皿"
,,slippers,"スリッパ"
,,flip,"スリッパ"
,,usually,"大抵"
,,usually,"たいてい"
,,usually,"普通"
,,usually,"通常"
,,normally,"通常"
,,opinion,"見解"
,,opinion,"意見"
,,views,"見解"
,,inside,"内外"
,,inside,"中"
,,inside,"内"
,,inside,"なか"
,,battle,"戦闘"
,,battle,"戦い"
,,lead,"統率"
,,lead,"つながる"
,,lead,"手がかり"
,,lead,"つながっ"
,,leads,"糸口"
,,leads,"つながる"
,,connection,"つながる"
,,connection,"つながり"
,,connection,"接点"
,,connection,"関連"
,,connection,"繋がり"
,,connected,"つながり"
,,connected,"つながっ"
,,connected,"つなげ"
,,connected,"関連"
,,connected,"繋がり"
,,link,"接点"
,,link,"つながり"
,,link,"繋がり"
,,difficult,"困難"
,,difficult,"難しい"
,,difficult,"難しく"
,,trouble,"困難"
,,trouble,"厄介"
,,trouble,"困ら"
,,trouble,"苦戦"
,,trouble,"苦境"
,,six,"六"
,,sixth,"六"
,,hexagon,"六"
,,try,"尽くさ"
,,try,"挑戦"
,,try,"みる"
,,try,"努め"
,,try,"努力"
,,try,"チャレンジ"
,,try,"試みる"
,,try,"試み"
,,hates,"憎む"
,,hates,"嫌っ"
,,hated,"毛嫌い"
,,hated,"嫌い"
,,hated,"嫌っ"
,,medic,"衛生"
,,health,"ヘルスケア"
,,health,"健康"
,,health,"衛生"
,,hygiene,"衛生"
,,could,"出来"
,,could,"かね"
,,could,"可能"
,,could,"でき"
,,could,"できる"
,,able,"できる"
,,answer,"答え"
,,answer,"答えよ"
,,answer,"答える"
,,answer,"応え"
,,answer,"回答"
,,answer,"応じる"
,,answering,"答える"
,,indefinitely,"無期"
,,consecutive,"無期"
,,lapses,"書き換え"
,,sweep,"書き換え"
,,farming,"農耕"
,,farming,"農業"
,,crops,"農耕"
,,crops,"農地"
,,crops,"食糧"
,,crops,"作物"
,,farm,"農耕"
,,farm,"農地"
,,despite,"かかわら"
,,spite,"かかわら"
,,decision,"意思"
,,decision,"決め"
,,decision,"決定"
,,mind,"意思"
,,mind,"支え"
,,mind,"念頭"
,,mind,"気"
,,mind,"心"
,,mind,"頭"
,,defending,"擁護"
,,defend,"擁護"
,,defended,"擁護"
,,well,"しよ"
,,well,"ならびに"
,,well,"よく"
,,well,"よい"
,,well,"十分"
,,ordinary,"普通"
,,ordinary,"一般"
,,general,"一般"
,,public,"公共"
,,public,"公的"
,,public,"一般"
,,storefroni,"店頭"
,,floor,"店頭"
,,trades,"店頭"
,,easily,"容易"
,,gap,"空白"
,,gap,"格差"
,,blanks,"空白"
,,contamination,"汚染"
,,contaminated,"汚染"
,,pollution,"汚染"
,,decent,"まとも"
,,right,"適当"
,,right,"左"
,,right,"だろ"
,,right,"正当"
,,right,"当たり"
,,right,"かならず"
,,right,"すぐ"
,,right,"まとも"
,,right,"確か"
,,right,"でしょ"
,,right,"わかっ"
,,right,"直後"
,,art,"芸術"
,,artist,"師"
,,artist,"芸術"
,,artistic,"芸術"
,,unique,"独自"
,,proprietary,"独自"
,,begot,"孕ん"
,,created,"孕ん"
,,created,"つくら"
,,been,"回っ"
,,been,"負っ"
,,been,"患っ"
,,been,"続い"
,,been,"経っ"
,,been,"おり"
,,been,"られ"
,,been,"れ"
,,been,"伴っ"
,,been,"行っ"
,,been,"発生"
,,been,"き"
,,struggling,"苦戦"
,,combing,"苦戦"
,,repair,"修復"
,,fix,"修正"
,,fix,"修復"
,,remodeled,"修復"
,,ratings,"率"
,,finish,"ゴール"
,,finish,"終わら"
,,finish,"続き"
,,strong,"堅固"
,,strong,"強い"
,,strong,"強く"
,,strong,"強固"
,,strong,"固い"
,,strongest,"強固"
,,interact,"交流"
,,interaction,"作用"
,,interaction,"交流"
,,connect,"繋げ"
,,connect,"交流"
,,connect,"つながっ"
,,move,"動い"
,,move,"キック"
,,move,"進む"
,,move,"移動"
,,move,"進め"
,,move,"動き"
,,move,"進める"
,,move,"動く"
,,moving,"動い"
,,moving,"採集"
,,moving,"進み"
,,moving,"移動"
,,moving,"進ん"
,,moving,"動き"
,,moving,"流動"
,,movement,"動き"
,,movement,"運動"
,,hand,"つと"
,,hand,"手"
,,innovation,"革新"
,,innovation,"刷新"
,,innovative,"革新"
,,revolutionary,"革新"
,,money,"金利"
,,money,"金"
,,money,"資金"
,,money,"料"
,,money,"額"
,,money,"貯蓄"
,,money,"金額"
,,money,"費"
,,money,"食費"
,,money,"通貨"
,,threatened,"脅かさ"
,,threatened,"脅かし"
,,threatening,"脅かし"
,,tend,"がち"
,,tend,"傾向"
,,tendency,"傾向"
,,tendencies,"傾向"
,,residence,"居住"
,,residents,"居住"
,,search,"探索"
,,explore,"探索"
,,quest,"探求"
,,quest,"探索"
,,boundary,"境"
,,bad,"悪い"
,,bad,"悪化"
,,bad,"悪く"
,,bad,"残念"
,,bad,"苦境"
,,wrong,"間違い"
,,wrong,"悪い"
,,wrong,"悪く"
,,wrong,"異変"
,,wrong,"誤っ"
,,ashamed,"恥"
,,central,"中心"
,,central,"中央"
,,chuo,"中央"
,,center,"中心"
,,center,"中央"
,,pigs,"豚"
,,piggy,"豚"
,,speed,"速度"
,,speed,"スピード"
,,speed,"速"
,,speeding,"スピード"
,,us,"達"
,,us,"成り立ち"
,,us,"我々"
,,lions,"ライオン"
,,lioness,"ライオン"
,,feel,"誇っ"
,,feel,"感"
,,feel,"感じる"
,,feel,"感じ"
,,guilt,"感"
,,retail,"小売"
,,retailers,"小売"
,,retailer,"小売"
,,involving,"関わる"
,,sideways,"つぼ"
,,extraordinary,"驚異"
,,amazing,"驚異"
,,amazing,"驚く"
,,phenomenal,"驚異"
,,attack,"犯行"
,,responsibility,"責任"
,,responsible,"責任"
,,responsible,"負う"
,,fault,"せい"
,,fault,"責任"
,,parents,"両親"
,,dad,"両親"
,,rich,"濃厚"
,,rich,"豊富"
,,rich,"豊か"
,,richer,"豊か"
